id,term,grade,emp_title,emp_length_years,purpose,loan_status,loan_type
1064924, 36 months,A,united states air force,6,debt_consolidation,Fully Paid,Good Loans
1064940, 36 months,A,placer county,10,major_purchase,Fully Paid,Good Loans
1064932, 36 months,C,total document solutions inc.,10,credit_card,Fully Paid,Good Loans
1062248, 36 months,A,grand wailea,4,debt_consolidation,Charged Off,Bad Loans
1064985, 60 months,C,state of nc its,6,credit_card,Fully Paid,Good Loans
1064926, 36 months,A,m.s.c.z. inc earthwize recycling,9,other,Fully Paid,Good Loans
1064908, 36 months,C,st catherine of siena,4,debt_consolidation,Fully Paid,Good Loans
1059118, 36 months,A,medivantix technologies,1,debt_consolidation,Fully Paid,Good Loans
1064897, 60 months,E,at and t,3,other,Current,Good Loans
1064754, 60 months,E,san francisco public library,10,credit_card,Charged Off,Bad Loans
1060082, 36 months,C,chaffey joint union high school district,8,debt_consolidation,Fully Paid,Good Loans
1064736, 36 months,C,postal service,10,debt_consolidation,Fully Paid,Good Loans
1064727, 36 months,B,wells fargo,5,debt_consolidation,Charged Off,Bad Loans
1042668, 36 months,B,u.s. postal service,10,debt_consolidation,Fully Paid,Good Loans
1064862, 60 months,C,emeroson animal hospital,8,debt_consolidation,Current,Good Loans
1064711, 36 months,B,ams design inc.,5,credit_card,Fully Paid,Good Loans
1032875, 36 months,A,morongo band of mission indians,6,debt_consolidation,Fully Paid,Good Loans
1064830, 36 months,D,ohio attorney general,1,credit_card,Fully Paid,Good Loans
1064681, 36 months,B,mish mash inc,3,debt_consolidation,Fully Paid,Good Loans
1064383, 36 months,B,simms metal management,2,debt_consolidation,Fully Paid,Good Loans
1064675, 36 months,B,halperin lyman llc,4,credit_card,Fully Paid,Good Loans
1064666, 36 months,B,thomas wirig doll,1,credit_card,Fully Paid,Good Loans
1064639, 60 months,E,mcdean,3,credit_card,Fully Paid,Good Loans
1064636, 36 months,A,sterling savings bank,3,debt_consolidation,Charged Off,Bad Loans
1064805, 36 months,A,carrollton school,6,debt_consolidation,Fully Paid,Good Loans
1064635, 36 months,C,swiss re holding corporation of america,0,credit_card,Fully Paid,Good Loans
1064793, 36 months,A,arizona department of economic security,7,credit_card,Fully Paid,Good Loans
1056865, 60 months,B,pkm panel systems corp.,3,debt_consolidation,Charged Off,Bad Loans
1064783, 36 months,B,pbm&m,1,debt_consolidation,Charged Off,Bad Loans
1064623, 36 months,B,ecr inc,6,debt_consolidation,Fully Paid,Good Loans
1064792, 36 months,B,techmd,3,credit_card,Fully Paid,Good Loans
1062701, 36 months,B,sysco eastern maryland,10,credit_card,Fully Paid,Good Loans
1064781, 36 months,A,columbia daily tribune,4,debt_consolidation,Fully Paid,Good Loans
1064774, 36 months,B,dupont,1,credit_card,Fully Paid,Good Loans
1053765, 60 months,B,united states air force,9,home_improvement,Fully Paid,Good Loans
1064608, 60 months,A,fidelity investments,0,debt_consolidation,Charged Off,Bad Loans
1064589, 60 months,B,teltow contracting,10,car,Fully Paid,Good Loans
1064558, 36 months,D,gladding & michel inc.,4,credit_card,Fully Paid,Good Loans
1064585, 60 months,D,"cdc builders, inc.",10,debt_consolidation,Fully Paid,Good Loans
1064548, 36 months,A,straight line logistics,1,debt_consolidation,Fully Paid,Good Loans
1064462, 36 months,B,smartsips llc,6,debt_consolidation,Fully Paid,Good Loans
1064582, 36 months,B,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
1064579, 36 months,B,santa rosa county school board,3,debt_consolidation,Fully Paid,Good Loans
1046511, 36 months,C,multiband,1,debt_consolidation,Fully Paid,Good Loans
1029191, 36 months,D,multiband,0,debt_consolidation,Fully Paid,Good Loans
1064527, 60 months,C,clark county school district,10,major_purchase,Fully Paid,Good Loans
1064567, 36 months,C,lifecell,4,debt_consolidation,Fully Paid,Good Loans
1064500, 36 months,A,arkansas highway & transportation,5,debt_consolidation,Fully Paid,Good Loans
1063899, 36 months,C,rudy's barbershop,4,credit_card,Fully Paid,Good Loans
1057598, 36 months,C,st. raphael's hospital,10,credit_card,Fully Paid,Good Loans
1052002, 60 months,F,bethel public schools,6,home_improvement,Fully Paid,Good Loans
1064323, 36 months,C,u.s coast guard,10,credit_card,Fully Paid,Good Loans
1064317, 36 months,C,hopland shokawah casino,3,debt_consolidation,Fully Paid,Good Loans
1064471, 36 months,B,central florida testing laboratories,5,credit_card,Fully Paid,Good Loans
1060374, 36 months,D,dei services corp a kratos co,3,debt_consolidation,Fully Paid,Good Loans
1064452, 60 months,F,department of defense,8,debt_consolidation,Fully Paid,Good Loans
1064453, 36 months,A,jpmorgan chase,4,credit_card,Fully Paid,Good Loans
1064284, 36 months,C,the home depot,3,debt_consolidation,Fully Paid,Good Loans
1063081, 36 months,A,duro bag,1,debt_consolidation,Fully Paid,Good Loans
1064251, 36 months,E,willowood care center,0,other,Charged Off,Bad Loans
1064407, 36 months,B,reading site,3,debt_consolidation,Fully Paid,Good Loans
1035800, 60 months,C,macy's,10,debt_consolidation,Charged Off,Bad Loans
1063678, 36 months,B,david dussault plumbing&heating,4,credit_card,Fully Paid,Good Loans
1059751, 36 months,C,finch paper,3,debt_consolidation,Fully Paid,Good Loans
1064386, 60 months,B,lockheed martin,10,debt_consolidation,Current,Good Loans
1055800, 36 months,A,seattle cancer care alliance,5,home_improvement,Fully Paid,Good Loans
1064221, 36 months,B,wwts,10,debt_consolidation,Fully Paid,Good Loans
1064210, 36 months,A,qualcomm,3,debt_consolidation,Fully Paid,Good Loans
1064209, 36 months,A,citco fund services,2,credit_card,Fully Paid,Good Loans
1064366, 36 months,C,employer not mentioned,-1,major_purchase,Charged Off,Bad Loans
1064216, 36 months,A,mineral wells isd,2,debt_consolidation,Fully Paid,Good Loans
1064150, 36 months,C,costco pharmacy,9,debt_consolidation,Charged Off,Bad Loans
1056864, 60 months,E,jp morgan chase,9,debt_consolidation,Fully Paid,Good Loans
1064146, 36 months,C,m and t bank,5,other,Fully Paid,Good Loans
1064183, 36 months,A,northstar fire protection,10,major_purchase,Fully Paid,Good Loans
1064185, 36 months,B,borgata hotel and casino,4,home_improvement,Fully Paid,Good Loans
1064126, 60 months,D,paradise locker meats,5,debt_consolidation,Fully Paid,Good Loans
1029473, 60 months,C,travelers insurance,2,debt_consolidation,Charged Off,Bad Loans
1057239, 60 months,E,"skanska usa civil west, inc",8,debt_consolidation,Current,Good Loans
1064128, 36 months,C,department of veterans affairs,4,debt_consolidation,Fully Paid,Good Loans
1063949, 60 months,B,di-matrix,0,debt_consolidation,Charged Off,Bad Loans
1064166, 36 months,A,providence health network,2,debt_consolidation,Fully Paid,Good Loans
1064133, 60 months,D,us postal service,10,debt_consolidation,Charged Off,Bad Loans
1064094, 60 months,D,miguel rodriguez agency,3,debt_consolidation,Current,Good Loans
1063505, 36 months,A,employer not mentioned,1,credit_card,Fully Paid,Good Loans
1063528, 36 months,B,merrill lynch,8,debt_consolidation,Fully Paid,Good Loans
1063912, 36 months,A,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
1064082, 36 months,B,united airlines,10,credit_card,Fully Paid,Good Loans
1063892, 36 months,A,"fortress analytics, inc.",2,debt_consolidation,Fully Paid,Good Loans
1064061, 36 months,A,tampa bay rays baseball,5,other,Fully Paid,Good Loans
1063876, 36 months,A,associated fresh market,10,credit_card,Fully Paid,Good Loans
1042841, 36 months,A,small wonders big ideas family,0,debt_consolidation,Fully Paid,Good Loans
1063864, 36 months,A,"park west landscape, inc.",3,debt_consolidation,Fully Paid,Good Loans
1064051, 36 months,E,at&t,10,credit_card,Fully Paid,Good Loans
1063847, 36 months,A,georgia pacific of  muskogee,5,debt_consolidation,Fully Paid,Good Loans
1062833, 60 months,D,salter labs,3,debt_consolidation,Fully Paid,Good Loans
1062032, 36 months,B,"herdman, summers, and george, llp",5,credit_card,Fully Paid,Good Loans
1063843, 36 months,D,national bank of california,4,debt_consolidation,Fully Paid,Good Loans
1063828, 36 months,B,millennium biltmore hotel,10,credit_card,Fully Paid,Good Loans
1064006, 36 months,B,walgreens,10,medical,Fully Paid,Good Loans
1063729, 60 months,C,walmart,10,debt_consolidation,Current,Good Loans
1062625, 36 months,B,"l. robert kimball & assoc,inc.",10,debt_consolidation,Fully Paid,Good Loans
1062070, 36 months,B,california pizza kitchen,7,credit_card,Fully Paid,Good Loans
1063964, 36 months,B,california department of corrections,10,debt_consolidation,Fully Paid,Good Loans
1063804, 36 months,A,bmw manufacturing,10,debt_consolidation,Fully Paid,Good Loans
1063751, 36 months,D,navfac/naval station newport,5,debt_consolidation,Charged Off,Bad Loans
1063982, 36 months,B,north coast ag systems,2,debt_consolidation,Fully Paid,Good Loans
1063972, 36 months,A,u.s. department of veteran affairs,9,credit_card,Fully Paid,Good Loans
1063785, 36 months,A,lorain county common pleas court,7,other,Fully Paid,Good Loans
1063788, 60 months,D,physicians surgery center of tempe,9,debt_consolidation,Charged Off,Bad Loans
1063485, 36 months,A,gentiva health services,6,home_improvement,Fully Paid,Good Loans
1063781, 36 months,B,adp,10,other,Charged Off,Bad Loans
1057766, 36 months,B,ericsson,10,car,Fully Paid,Good Loans
1063778, 36 months,D,bentall kennedy,1,small_business,Charged Off,Bad Loans
1062818, 60 months,E,cardinal logistics,3,debt_consolidation,Fully Paid,Good Loans
1042037, 36 months,B,nasoft usa,4,credit_card,Fully Paid,Good Loans
1063518, 60 months,D,us air force,7,debt_consolidation,Fully Paid,Good Loans
1063515, 36 months,B,fairmont hotel,0,credit_card,Fully Paid,Good Loans
1063524, 36 months,A,beckman coulter,4,home_improvement,Fully Paid,Good Loans
1063519, 60 months,C,applied industrialtechnoliges,10,debt_consolidation,Fully Paid,Good Loans
1063521, 36 months,A,employer not mentioned,10,debt_consolidation,Fully Paid,Good Loans
984879, 60 months,B,cisco system inc.,2,major_purchase,Fully Paid,Good Loans
1063509, 60 months,D,colorado department of public safety,10,credit_card,Fully Paid,Good Loans
1063693, 36 months,D,macys,8,debt_consolidation,Charged Off,Bad Loans
1063700, 36 months,D,catholic healthcare west,10,debt_consolidation,Fully Paid,Good Loans
1056934, 36 months,B,jpmorgan chase,8,major_purchase,Fully Paid,Good Loans
1063246, 60 months,D,chase bank,1,debt_consolidation,Fully Paid,Good Loans
1057424, 36 months,A,"gugino & mortimer, plc",1,debt_consolidation,Charged Off,Bad Loans
1063680, 36 months,B,contractor's cargo,2,debt_consolidation,Fully Paid,Good Loans
1063679, 36 months,A,bank of america,10,debt_consolidation,Fully Paid,Good Loans
1063034, 36 months,A,companion hospice,4,debt_consolidation,Fully Paid,Good Loans
1063448, 36 months,C,regent care center,10,debt_consolidation,Charged Off,Bad Loans
1063431, 60 months,B,employer not mentioned,10,other,Current,Good Loans
1060804, 60 months,B,roth marz partnership,4,debt_consolidation,Fully Paid,Good Loans
1027771, 36 months,A,little rock convention & visitors bureau,2,debt_consolidation,Fully Paid,Good Loans
1063653, 60 months,E,hudson national golf club,10,credit_card,Current,Good Loans
1063421, 60 months,A,st. johnland,1,debt_consolidation,Charged Off,Bad Loans
1062855, 36 months,C,3 mile harbor boatyard,2,debt_consolidation,Fully Paid,Good Loans
1062490, 60 months,E,employer not mentioned,5,credit_card,Fully Paid,Good Loans
1063626, 60 months,C,the community college of baltimore count,10,debt_consolidation,Current,Good Loans
1063407, 36 months,A,everest entertainment,3,major_purchase,Fully Paid,Good Loans
1063609, 36 months,C,special programming for achievement netw,10,major_purchase,Fully Paid,Good Loans
1063602, 60 months,B,akzo nobel,0,debt_consolidation,Current,Good Loans
1063393, 60 months,E,the crexent business centers,3,debt_consolidation,Charged Off,Bad Loans
1063388, 36 months,A,pasadena city college,4,debt_consolidation,Fully Paid,Good Loans
1063582, 36 months,C,harrah's resort,2,debt_consolidation,Fully Paid,Good Loans
988402, 60 months,B,cnmi government,10,debt_consolidation,Fully Paid,Good Loans
1063564, 36 months,C,kraft foods,10,debt_consolidation,Fully Paid,Good Loans
1063121, 36 months,B,weiss memorial hospital,5,credit_card,Fully Paid,Good Loans
1063275, 36 months,B,"j. chapman inspections, inc.",2,other,Fully Paid,Good Loans
1057756, 36 months,D,us postal service,10,debt_consolidation,Fully Paid,Good Loans
1059960, 36 months,B,bank of america,2,debt_consolidation,Fully Paid,Good Loans
1059525, 60 months,C,hawaiian airlines,0,credit_card,Charged Off,Bad Loans
1062577, 60 months,C,mckinstry co.,7,debt_consolidation,Fully Paid,Good Loans
1053188, 36 months,B,uw healthpartners,2,debt_consolidation,Fully Paid,Good Loans
1063098, 36 months,B,pala casino and resort,9,debt_consolidation,Fully Paid,Good Loans
1063238, 36 months,C,herson's kia,8,credit_card,Fully Paid,Good Loans
1062043, 60 months,C,ourisma fairfax toyota,3,credit_card,Fully Paid,Good Loans
1063228, 36 months,B,cloudmark,4,debt_consolidation,Fully Paid,Good Loans
1039993, 60 months,B,bluecross blueshield of tn,10,debt_consolidation,Current,Good Loans
1063197, 36 months,D,good samaritan hospital,6,credit_card,Fully Paid,Good Loans
1063069, 36 months,B,showboat casino,5,other,Charged Off,Bad Loans
1063062, 36 months,C,simmons first national.com,10,debt_consolidation,Fully Paid,Good Loans
1063199, 60 months,D,us bank,0,debt_consolidation,Fully Paid,Good Loans
1063187, 36 months,C,harrahs las vegas,6,debt_consolidation,Fully Paid,Good Loans
1063040, 36 months,B,chase investments services corp.,0,debt_consolidation,Fully Paid,Good Loans
1063020, 60 months,C,seminole hard rock,3,credit_card,Fully Paid,Good Loans
1062929, 60 months,D,bmw of murray,3,home_improvement,Fully Paid,Good Loans
1063003, 36 months,C,lawrence hospital,3,moving,Fully Paid,Good Loans
1063001, 60 months,E,tian shan trading,5,debt_consolidation,Fully Paid,Good Loans
1062997, 36 months,C,hudson hotel,10,debt_consolidation,Charged Off,Bad Loans
1061315, 60 months,D,kaiser permanente,3,credit_card,Fully Paid,Good Loans
1062808, 36 months,A,nihfcu,6,debt_consolidation,Fully Paid,Good Loans
1062918, 36 months,B,publix,6,home_improvement,Charged Off,Bad Loans
1062983, 36 months,B,bay area women's care,10,debt_consolidation,Fully Paid,Good Loans
1061530, 36 months,A,superhero graphics,1,home_improvement,Fully Paid,Good Loans
1035958, 36 months,C,dst inc,7,credit_card,Fully Paid,Good Loans
1062894, 36 months,B,saint francis health system,10,credit_card,Fully Paid,Good Loans
1062895, 60 months,E,waterstone mortgage corp.,8,credit_card,Fully Paid,Good Loans
1062976, 60 months,E,newell rubbermaid inc,10,house,Charged Off,Bad Loans
1061972, 36 months,A,lakeshore,10,debt_consolidation,Fully Paid,Good Loans
1062897, 36 months,A,employer not mentioned,-1,home_improvement,Charged Off,Bad Loans
1062857, 36 months,B,drexel university,10,debt_consolidation,Fully Paid,Good Loans
1059828, 60 months,B,rallye bmw,10,debt_consolidation,Fully Paid,Good Loans
1059486, 36 months,C,carefusion,6,debt_consolidation,Charged Off,Bad Loans
1062887, 36 months,B,ibm,7,credit_card,Fully Paid,Good Loans
1062851, 60 months,E,dow networks,1,debt_consolidation,Charged Off,Bad Loans
1062756, 60 months,G,garren new york,10,debt_consolidation,Current,Good Loans
1062844, 36 months,D,tr furniture,10,debt_consolidation,Charged Off,Bad Loans
1062753, 60 months,F,oppenheimer & co inc,2,debt_consolidation,Fully Paid,Good Loans
1062873, 36 months,C,pulte homes,8,debt_consolidation,Fully Paid,Good Loans
1062860, 36 months,D,volt,3,credit_card,Fully Paid,Good Loans
1062738, 60 months,C,"southwest pumps and filters, inc.",8,debt_consolidation,Fully Paid,Good Loans
1062864, 60 months,D,department of defense,5,debt_consolidation,Charged Off,Bad Loans
1062734, 36 months,B,myrvpartsplace.com,3,car,Charged Off,Bad Loans
1052370, 36 months,B,miller & wright architects,3,other,Fully Paid,Good Loans
1058564, 36 months,A,together we grow,6,house,Fully Paid,Good Loans
1062584, 60 months,D,exact software north america,4,credit_card,Fully Paid,Good Loans
1062253, 36 months,D,ultimo software solutions inc,2,debt_consolidation,Fully Paid,Good Loans
1062795, 36 months,C,navteq,0,debt_consolidation,Fully Paid,Good Loans
1062614, 36 months,B,employer not mentioned,10,credit_card,Fully Paid,Good Loans
1061378, 36 months,B,tektonics design group,9,debt_consolidation,Fully Paid,Good Loans
1062781, 36 months,A,employer not mentioned,-1,other,Fully Paid,Good Loans
1023158, 36 months,A,mercury computer sys,3,other,Fully Paid,Good Loans
1062654, 36 months,B,aeg live,4,car,Fully Paid,Good Loans
1062665, 36 months,C,bg manufacturing,5,vacation,Fully Paid,Good Loans
